% Radiance calibration [Resp in cts/ms / W/(m^2.sr.um)] for 4STAR NIR spectrometer (512 channels) measured on 20130506 and generated on 2013-09-17 09:47. 
% Also requires calibrated radiance from 20130605124300HISS. 
% Calibration used only data with 9-lamps and 9 ms (vis), 140 ms (nir). 
Pix  Wavelength     resp       rate        rad 
289  1414.32  1.33393453e-01 4.06275046e+01 3.04568955e+02 
290  1415.73  1.33910884e-01 4.03197138e+01 3.01093628e+02 
291  1417.15  1.35058273e-01 4.01961682e+01 2.97620925e+02 
292  1418.56  1.37049798e-01 4.03133136e+01 2.94150843e+02 
293  1419.98  1.36893158e-01 3.97925652e+01 2.90683376e+02 
294  1421.39  1.38520054e-01 3.99958934e+01 2.88737206e+02 
295  1422.80  1.39196201e-01 3.99237316e+01 2.86816245e+02 
296  1424.21  1.40003685e-01 3.98865920e+01 2.84896729e+02 
297  1425.62  1.39468980e-01 3.94667445e+01 2.82978656e+02 
298  1427.03  1.40753258e-01 3.95603956e+01 2.81062024e+02 
299  1428.44  1.39905523e-01 3.90541835e+01 2.79146831e+02 
300  1429.84  1.40179352e-01 3.88623528e+01 2.77233076e+02 
301  1431.25  1.38721551e-01 3.83055006e+01 2.76132298e+02 
302  1432.65  1.38916250e-01 3.82205879e+01 2.75134031e+02 
303  1434.06  1.39551802e-01 3.82562444e+01 2.74136513e+02 
304  1435.46  1.40527294e-01 3.83835889e+01 2.73139742e+02 
305  1436.86  1.40734187e-01 3.82999245e+01 2.72143716e+02 
306  1438.26  1.41913167e-01 3.84795332e+01 2.71148436e+02 
307  1439.66  1.40999592e-01 3.80915896e+01 2.70153900e+02 
308  1441.05  1.42449492e-01 3.83603505e+01 2.69290891e+02 
309  1442.45  1.40771329e-01 3.77930238e+01 2.68471031e+02 
310  1443.85  1.41242253e-01 3.78037408e+01 2.67651784e+02 
311  1445.24  1.41160953e-01 3.76664216e+01 2.66833148e+02 
312  1446.64  1.42133520e-01 3.78096658e+01 2.66015124e+02 
313  1448.03  1.41623658e-01 3.75582698e+01 2.65197710e+02 
314  1449.42  1.43357517e-01 3.79009902e+01 2.64380905e+02 
315  1450.81  1.42539374e-01 3.76057426e+01 2.63827051e+02 
316  1452.20  1.43094382e-01 3.76998797e+01 2.63461635e+02 
317  1453.59  1.43543098e-01 3.77656854e+01 2.63096491e+02 
318  1454.97  1.45140447e-01 3.81329847e+01 2.62731620e+02 
319  1456.36  1.44099994e-01 3.78070862e+01 2.62367020e+02 
320  1457.75  1.45022699e-01 3.79963377e+01 2.62002693e+02 
321  1459.13  1.43778308e-01 3.76179604e+01 2.61638637e+02 
322  1460.51  1.44127191e-01 3.76753263e+01 2.61403320e+02 
323  1461.90  1.42646701e-01 3.72857579e+01 2.61385351e+02 
324  1463.28  1.43284721e-01 3.74499545e+01 2.61367396e+02 
325  1464.66  1.41670638e-01 3.70255440e+01 2.61349455e+02 
326  1466.04  1.42747602e-01 3.73044488e+01 2.61331526e+02 
327  1467.41  1.41020204e-01 3.68504987e+01 2.61313612e+02 
328  1468.79  1.41095720e-01 3.68677063e+01 2.61295710e+02 
329  1470.17  1.40294013e-01 3.66621548e+01 2.61323731e+02 
330  1471.54  1.41553840e-01 3.70421774e+01 2.61682603e+02 
331  1472.92  1.40945578e-01 3.69335496e+01 2.62041208e+02 
332  1474.29  1.42495354e-01 3.73907161e+01 2.62399546e+02 
333  1475.66  1.41040611e-01 3.70594947e+01 2.62757616e+02 
334  1477.03  1.40199457e-01 3.68886389e+01 2.63115419e+02 
335  1478.40  1.39395000e-01 3.67268128e+01 2.63472956e+02 
336  1479.77  1.40970138e-01 3.71921833e+01 2.63830226e+02 
337  1481.14  1.40065343e-01 3.70310695e+01 2.64384242e+02 
338  1482.51  1.41954169e-01 3.76146517e+01 2.64977436e+02 
339  1483.87  1.41491999e-01 3.75760568e+01 2.65570188e+02 
340  1485.24  1.42693261e-01 3.79795946e+01 2.66162496e+02 
341  1486.60  1.41591338e-01 3.77701069e+01 2.66754362e+02 
342  1487.96  1.42121606e-01 3.79956124e+01 2.67345785e+02 
343  1489.32  1.40469801e-01 3.76370241e+01 2.67936766e+02 
344  1490.69  1.41749439e-01 3.80664106e+01 2.68547170e+02 
345  1492.04  1.40399715e-01 3.77923315e+01 2.69176697e+02 
346  1493.40  1.41839074e-01 3.82689982e+01 2.69805753e+02 
347  1494.76  1.40807825e-01 3.80792708e+01 2.70434337e+02 
348  1496.12  1.42009008e-01 3.84933095e+01 2.71062449e+02 
349  1497.47  1.40776846e-01 3.82476741e+01 2.71690091e+02 
